loyalty_id,customer_id,loyalty_signup_date,loyalty_tier,total_points
L6882,C1305,2024/04/08,Gold,1561
L6883,C2687,2025/04/23,Gold,956
L6884,C1360,2024/01/11,Platinum,9846
L6885,C3856,2025/03/09,Silver,994
L6886,C3852,2024/08/02,Gold,3856
L6887,C2600,2025/02/02,Silver,3108
L6888,C1202,2024/05/18,Gold,8588
L6889,C1518,2023/12/22,Silver,129
L6890,C1567,2024/02/09,Silver,6258
L6891,C3175,2025/07/06,Platinum,9695
L6892,C3452,2024/06/30,Silver,8716
L6893,C3351,2024/01/13,Silver,7689
L6894,C3799,2023/07/28,Gold,5796
L6895,C2792,2024/12/12,Platinum,222
L6896,C3672,2025/04/11,Gold,108
L6897,C1791,2025/02/25,Platinum,2385
L6898,C1072,2024/09/03,Platinum,9926
L6899,C1366,2024/03/25,Gold,2608
L6900,C1325,2024/03/20,Gold,9435
L6901,C2393,2024/11/07,Gold,4334
L6902,C2555,2024/07/21,Silver,9598
L6903,C1580,2024/05/28,Silver,8670
L6904,C2280,2025/04/27,Gold,3150
L6905,C1738,2025/04/21,Platinum,2687
L6906,C1736,2023/07/11,Platinum,6253
L6907,C2045,2024/05/13,Gold,1813
L6908,C2069,2024/08/02,Silver,9062
L6909,C1831,2024/09/05,Platinum,4321
L6910,C2648,2024/01/12,Gold,9413
L6911,C2374,2024/12/26,Platinum,384
L6912,C3074,2024/12/03,Gold,1787
L6913,C3208,2024/11/01,Gold,3681
L6914,C2574,2023/08/25,Platinum,762
L6915,C2552,2025/01/17,Gold,3106
L6916,C3251,2024/03/14,Silver,9774
L6917,C1792,2024/10/31,Silver,7187
L6918,C2279,2023/07/31,Silver,5909
L6919,C1101,2025/05/09,Platinum,3340
L6920,C2197,2024/06/02,Silver,140
L6921,C1930,2024/09/21,Silver,8894
L6922,C2016,2024/04/10,Silver,1005
L6923,C2189,2023/10/18,Platinum,811
L6924,C3469,2024/04/10,Platinum,9763
L6925,C2402,2025/05/18,Gold,2197
L6926,C2366,2024/01/29,Platinum,4132
L6927,C2086,2024/11/02,Gold,5518
L6928,C2329,2025/02/24,Silver,1516
L6929,C3542,2024/12/21,Silver,6051
L6930,C2424,2025/01/07,Platinum,8786
L6931,C1336,2023/11/18,Platinum,8286
L6932,C2459,2024/02/28,Silver,5062
L6933,C2040,2023/12/25,Platinum,4769
L6934,C3303,2024/06/04,Gold,9912
L6935,C1102,2025/02/15,Silver,7615
L6936,C1519,2024/11/17,Gold,4505
L6937,C3338,2025/06/05,Gold,9304
L6938,C1302,2024/08/14,Gold,9492
L6939,C2791,2023/10/05,Silver,8306
L6940,C2262,2023/09/25,Silver,1199
L6941,C1417,2025/02/05,Gold,4554
L6942,C3683,2023/09/01,Platinum,891
L6943,C3807,2025/04/29,Gold,5091
L6944,C1122,2024/01/19,Gold,2840
L6945,C1614,2025/02/26,Gold,7227
L6946,C1530,2024/03/12,Gold,9649
L6947,C1309,2025/05/09,Platinum,3922
L6948,C1076,2023/09/07,Silver,269
L6949,C1862,2024/12/13,Platinum,7632
L6950,C2360,2023/09/06,Silver,9416
L6951,C3465,2023/09/04,Gold,5277
L6952,C2360,2025/03/07,Platinum,2428
L6953,C2843,2025/01/01,Gold,3767
L6954,C1598,2025/03/04,Gold,2591
L6955,C1919,2025/05/26,Platinum,7509
L6956,C3936,2023/09/11,Silver,3004
L6957,C2898,2023/10/10,Platinum,5238
L6958,C1485,2025/05/21,Platinum,9543
L6959,C3547,2025/04/25,Platinum,3897
L6960,C2767,2025/05/17,Platinum,5873
L6961,C3068,2023/08/20,Platinum,4696
L6962,C1408,2025/07/03,Gold,3397
L6963,C2296,2024/09/29,Platinum,6760
L6964,C2964,2025/05/18,Platinum,6123
L6965,C2653,2023/10/04,Silver,5685
L6966,C1325,2025/04/01,Silver,9981
L6967,C1053,2023/07/23,Silver,606
L6968,C1600,2023/07/23,Silver,9154
L6969,C2054,2025/06/12,Platinum,7219
L6970,C3518,2025/07/10,Silver,395
L6971,C2972,2024/03/16,Gold,8772
L6972,C1875,2023/11/23,Gold,7436
L6973,C2571,2024/06/03,Platinum,1860
L6974,C1129,2024/05/07,Silver,3064
L6975,C2145,2025/04/22,Gold,1491
L6976,C2848,2025/05/14,Silver,5222
L6977,C2645,2024/05/26,Gold,8772
L6978,C2726,2023/11/30,Silver,8484
L6979,C3954,2024/09/26,Platinum,3000
L6980,C1595,2023/10/26,Silver,5495
L6981,C1467,2024/08/20,Gold,8066
L6982,C1207,2023/08/17,Platinum,2665
L6983,C2464,2024/02/09,Platinum,7180
L6984,C2819,2024/11/09,Silver,4992
L6985,C3041,2024/11/16,Gold,8662
L6986,C3456,2024/10/10,Silver,6520
L6987,C1510,2023/09/26,Platinum,9864
L6988,C3016,2025/03/13,Silver,3234
L6989,C3631,2024/04/23,Gold,1296
L6990,C3083,2023/08/07,Silver,3385
L6991,C2288,2024/09/18,Silver,8616
L6992,C1085,2023/10/04,Platinum,8743
L6993,C2920,2024/12/11,Gold,9654
L6994,C1511,2024/03/31,Gold,4279
L6995,C3461,2024/04/12,Gold,141
L6996,C2581,2023/11/24,Gold,2875
L6997,C2802,2024/03/03,Platinum,7131
L6998,C1430,2025/02/09,Silver,4124
L6999,C3593,2024/06/04,Platinum,2763
L7000,C1603,2023/09/06,Platinum,155
L7001,C1809,2024/05/17,Platinum,9861
L7002,C1570,2024/02/09,Silver,918
L7003,C1408,2023/12/14,Platinum,6178
L7004,C1357,2024/11/24,Gold,8213
L7005,C1351,2024/01/01,Silver,7739
L7006,C2636,2025/01/23,Platinum,4233
L7007,C2290,2023/09/03,Platinum,2714
L7008,C3027,2024/05/03,Gold,3308
L7009,C1056,2024/07/13,Platinum,6908
L7010,C2521,2024/04/03,Silver,577
L7011,C2232,2023/09/23,Silver,1748
L7012,C1348,2024/03/27,Gold,4856
L7013,C2439,2023/09/10,Platinum,1571
L7014,C2840,2024/12/09,Platinum,7396
L7015,C3128,2025/06/24,Silver,2096
L7016,C3406,2024/03/27,Gold,2003
L7017,C2126,2024/07/31,Silver,6939
L7018,C1350,2024/07/09,Silver,3328
L7019,C3582,2024/11/05,Silver,4439
L7020,C3899,2023/12/23,Silver,4235
L7021,C1365,2025/06/18,Platinum,3862
L7022,C1090,2025/06/20,Silver,8453
L7023,C3378,2024/03/03,Gold,7278
L7024,C1925,2024/09/25,Silver,2647
L7025,C2579,2024/04/18,Gold,398
L7026,C1228,2024/08/10,Gold,5388
L7027,C2205,2023/08/03,Silver,6843
L7028,C3955,2024/10/24,Silver,1773
L7029,C1527,2024/09/14,Silver,5364
L7030,C2412,2023/08/27,Platinum,5460
L7031,C1395,2024/05/23,Silver,9413
L7032,C2903,2023/09/07,Silver,6790
L7033,C1878,2024/05/01,Silver,7208
L7034,C3734,2024/08/11,Silver,7253
L7035,C1567,2023/11/06,Silver,6359
L7036,C2501,2024/08/21,Platinum,5754
L7037,C1492,2024/11/26,Platinum,4855
L7038,C3377,2023/07/27,Gold,3439
L7039,C3070,2025/05/26,Gold,3195
L7040,C2739,2025/01/21,Silver,876
L7041,C1651,2024/04/05,Gold,1543
L7042,C1816,2024/10/26,Platinum,6529
L7043,C2951,2024/04/19,Platinum,2390
L7044,C2326,2023/11/13,Silver,8947
L7045,C1776,2024/12/24,Silver,9074
L7046,C2819,2023/09/09,Platinum,514
L7047,C3923,2024/02/22,Gold,6085
L7048,C1233,2024/09/11,Platinum,3203
L7049,C3037,2023/10/23,Platinum,4791
L7050,C1222,2025/06/11,Silver,4153
L7051,C2958,2024/05/15,Gold,3584
L7052,C1794,2025/02/19,Platinum,4937
L7053,C2863,2024/07/25,Gold,9778
L7054,C3703,2024/04/18,Gold,9777
L7055,C1851,2024/11/22,Silver,3630
L7056,C1274,2025/03/24,Gold,9877
L7057,C2677,2023/09/08,Gold,415
L7058,C1939,2024/09/08,Platinum,2853
L7059,C3704,2024/03/07,Silver,5193
L7060,C1633,2025/01/30,Gold,949
L7061,C1036,2024/03/20,Platinum,714
L7062,C3218,2024/06/20,Gold,7595
L7063,C2655,2024/03/25,Platinum,5057
L7064,C1968,2025/02/28,Gold,4527
L7065,C3982,2024/10/16,Platinum,8478
L7066,C3169,2025/04/20,Silver,5135
L7067,C3327,2023/10/14,Gold,1973
L7068,C3335,2025/07/06,Silver,1266
L7069,C1062,2024/03/24,Gold,8790
L7070,C3687,2024/05/16,Platinum,2047
L7071,C1464,2024/10/19,Silver,5400
L7072,C3346,2023/07/25,Silver,770
L7073,C2926,2025/05/21,Platinum,3788
L7074,C3853,2025/02/10,Silver,1778
L7075,C2662,2024/04/25,Silver,9748
L7076,C3095,2024/02/08,Platinum,5371
L7077,C2867,2023/08/28,Gold,4510
L7078,C2243,2024/11/02,Platinum,3499
L7079,C1076,2024/09/01,Platinum,7578
L7080,C2444,2024/07/05,Platinum,5884
L7081,C3175,2024/10/21,Platinum,5084
L7082,C3707,2024/07/03,Platinum,5598
L7083,C3304,2024/05/26,Silver,3570
L7084,C1490,2025/04/24,Silver,9046
L7085,C2909,2023/10/04,Silver,4247
L7086,C3603,2023/12/04,Silver,6100
L7087,C1511,2024/06/19,Platinum,5346
L7088,C3201,2023/12/11,Gold,591
L7089,C3917,2024/05/23,Platinum,7264
L7090,C3133,2024/06/09,Gold,2146
L7091,C3775,2025/04/03,Silver,3511
L7092,C2333,2025/02/27,Platinum,9293
L7093,C1503,2023/08/09,Gold,750
L7094,C3536,2023/10/03,Silver,6668
L7095,C2415,2024/09/12,Silver,1228
L7096,C3888,2024/04/25,Platinum,2256
L7097,C1102,2023/12/03,Gold,5905
L7098,C1886,2024/06/30,Silver,5617
L7099,C3935,2024/07/16,Gold,480
L7100,C1779,2024/08/09,Silver,9511
L7101,C3842,2025/05/27,Silver,867
L7102,C2098,2025/06/05,Gold,4199
L7103,C2377,2024/01/27,Gold,7808
L7104,C3260,2023/12/01,Platinum,8108
L7105,C2447,2025/03/05,Gold,6480
L7106,C2220,2024/10/07,Silver,3550
L7107,C3693,2024/03/05,Silver,4004
L7108,C2896,2024/12/05,Platinum,2872
L7109,C2793,2023/07/12,Gold,6211
L7110,C1889,2025/02/23,Platinum,7370
L7111,C2405,2024/12/23,Platinum,9546
L7112,C3200,2024/12/02,Gold,4001
L7113,C1736,2024/02/14,Platinum,1015
L7114,C2703,2025/01/20,Platinum,9462
L7115,C2177,2024/03/26,Gold,9749
L7116,C1166,2024/12/19,Platinum,4782
L7117,C1045,2024/05/14,Gold,8775
L7118,C3660,2024/05/12,Gold,7578
L7119,C1851,2024/04/06,Gold,5093
L7120,C3733,2024/09/26,Platinum,5450
L7121,C3551,2025/04/30,Silver,2867
L7122,C1133,2023/10/24,Platinum,2406
L7123,C1364,2025/02/01,Silver,9555
L7124,C1488,2025/05/19,Gold,9887
L7125,C1293,2024/04/07,Gold,8839
L7126,C3047,2024/05/25,Gold,7258
L7127,C2080,2023/10/03,Platinum,9590
L7128,C1681,2025/04/09,Silver,2145
L7129,C1171,2024/09/29,Silver,8939
L7130,C2077,2024/09/01,Gold,1598
L7131,C2564,2023/08/03,Platinum,6987
L7132,C2106,2023/10/17,Gold,7585
L7133,C2066,2024/11/30,Platinum,6242
L7134,C2726,2024/07/26,Gold,2646
L7135,C3328,2023/12/08,Silver,5268
L7136,C2484,2025/06/13,Gold,8352
L7137,C2954,2025/05/02,Silver,8696
L7138,C3491,2024/08/12,Silver,4808
L7139,C3728,2024/12/21,Gold,7907
L7140,C1926,2025/06/24,Platinum,7389
L7141,C2444,2025/06/13,Platinum,6675
L7142,C2867,2024/10/03,Platinum,9190
L7143,C2117,2025/03/26,Gold,5439
L7144,C1097,2024/01/10,Platinum,8455
L7145,C1550,2023/10/30,Gold,6189
L7146,C1766,2025/04/28,Silver,7112
L7147,C2367,2024/11/27,Platinum,7724
L7148,C1133,2024/02/19,Silver,8796
L7149,C1854,2025/02/25,Silver,1052
L7150,C3245,2023/10/04,Platinum,3751
L7151,C1744,2023/12/27,Gold,2804
L7152,C1763,2023/08/05,Silver,1148
L7153,C3903,2025/06/19,Gold,5476
L7154,C2407,2024/07/10,Platinum,1844
L7155,C1926,2023/07/20,Gold,9086
L7156,C1701,2024/01/24,Gold,6576
L7157,C3901,2024/04/26,Gold,7117
L7158,C3359,2025/03/14,Platinum,9589
L7159,C2223,2024/05/10,Silver,7823
L7160,C1032,2023/10/11,Gold,832
L7161,C3454,2024/06/18,Gold,3536
L7162,C3429,2024/12/03,Gold,6790
L7163,C2140,2023/08/10,Silver,8012
L7164,C3050,2024/08/09,Silver,9311
L7165,C3429,2024/03/06,Silver,6421
L7166,C2633,2024/07/24,Gold,1045
L7167,C1970,2025/03/16,Platinum,5094
L7168,C1168,2023/11/18,Platinum,6037
L7169,C1180,2024/10/15,Silver,6814
L7170,C2142,2024/04/13,Platinum,1253
L7171,C3215,2023/08/15,Gold,3068
L7172,C1897,2024/07/26,Platinum,9768
L7173,C2561,2025/03/09,Platinum,9364
L7174,C2751,2024/11/02,Platinum,8585
L7175,C2673,2024/06/03,Silver,5652
L7176,C3456,2024/11/08,Silver,474
L7177,C2692,2024/03/06,Platinum,5061
L7178,C1690,2024/05/25,Silver,2618
L7179,C1482,2024/12/02,Platinum,845
L7180,C3256,2023/10/15,Silver,1897
L7181,C2646,2025/02/07,Gold,8812
L7182,C1119,2024/02/06,Platinum,7108
L7183,C3649,2025/01/22,Gold,8540
L7184,C2657,2024/08/09,Silver,3965
L7185,C3527,2024/07/24,Platinum,3565
L7186,C1619,2025/02/26,Silver,3178
L7187,C2237,2025/04/03,Platinum,7404
L7188,C3886,2024/05/13,Silver,7380
L7189,C3339,2023/10/09,Silver,8365
L7190,C3937,2023/10/05,Silver,4136
L7191,C3777,2024/08/13,Gold,675
L7192,C3160,2024/05/18,Silver,4616
L7193,C1748,2023/10/12,Platinum,8848
L7194,C2566,2023/11/15,Silver,2988
L7195,C1140,2024/06/25,Silver,4252
L7196,C3458,2024/11/28,Silver,4757
L7197,C1748,2025/05/11,Silver,3463
L7198,C1179,2025/05/10,Gold,6289
L7199,C3048,2025/03/16,Platinum,2304
L7200,C1505,2024/07/17,Platinum,2029
L7201,C1239,2025/05/24,Silver,3378
L7202,C1268,2024/09/11,Silver,3849
L7203,C3789,2025/04/12,Platinum,112
L7204,C3051,2024/01/22,Platinum,6345
L7205,C3471,2024/10/31,Silver,9968
L7206,C1805,2024/06/04,Gold,4655
L7207,C3395,2025/05/11,Silver,3737
L7208,C1788,2023/11/03,Platinum,6237
L7209,C2246,2023/08/08,Silver,2126
L7210,C1663,2023/11/21,Silver,8297
L7211,C1641,2023/07/16,Gold,7936
L7212,C3510,2025/03/04,Silver,727
L7213,C1194,2024/01/08,Platinum,2665
L7214,C2718,2024/11/04,Silver,3848
L7215,C1361,2023/08/19,Silver,6514
L7216,C3020,2025/07/07,Platinum,5340
L7217,C3616,2023/07/17,Silver,6620
L7218,C1565,2024/04/03,Gold,8683
L7219,C3803,2023/09/18,Gold,8215
L7220,C2095,2024/02/08,Platinum,5976
L7221,C2622,2023/11/19,Silver,2607
L7222,C3290,2024/01/31,Gold,4836
L7223,C3390,2023/10/20,Platinum,1461
L7224,C2928,2023/10/28,Gold,710
L7225,C2785,2023/07/27,Gold,3116
L7226,C2298,2025/04/25,Gold,4239
L7227,C1708,2024/02/18,Silver,1649
L7228,C1464,2024/12/16,Gold,3356
L7229,C3234,2025/03/22,Platinum,9955
L7230,C1515,2023/09/30,Silver,4575
L7231,C2697,2024/10/07,Silver,1422
L7232,C3388,2024/09/12,Silver,9430
L7233,C3094,2024/10/11,Silver,9372
L7234,C1477,2023/10/13,Silver,4824
L7235,C1687,2025/02/07,Platinum,3722
L7236,C1482,2024/07/21,Gold,3485
L7237,C1146,2023/12/06,Gold,1661
L7238,C1009,2023/08/13,Platinum,4390
L7239,C3571,2024/07/31,Platinum,3286
L7240,C1650,2024/05/24,Silver,1821
L7241,C3737,2023/11/08,Silver,841
L7242,C1323,2023/12/03,Gold,8655
L7243,C2910,2024/02/10,Silver,5755
L7244,C2189,2023/07/31,Gold,6282
L7245,C1580,2023/10/22,Gold,7361
L7246,C3723,2024/09/20,Gold,273
L7247,C1494,2024/04/24,Platinum,5163
L7248,C1421,2025/04/08,Gold,2040
L7249,C2213,2024/01/10,Platinum,3487
L7250,C2470,2025/06/18,Gold,2449
L7251,C3052,2024/11/13,Silver,5669
L7252,C1272,2025/06/25,Gold,4486
L7253,C1078,2023/07/25,Platinum,3943
L7254,C2400,2025/05/09,Gold,3539
L7255,C1176,2024/04/11,Platinum,1974
L7256,C2162,2023/09/01,Platinum,5715
L7257,C1417,2024/05/26,Gold,4302
L7258,C3506,2025/06/12,Platinum,7968
L7259,C2702,2024/04/24,Gold,4359
L7260,C2765,2024/01/17,Platinum,4525
L7261,C2860,2025/07/01,Platinum,9812
L7262,C3527,2024/05/11,Silver,6630
L7263,C1536,2023/12/17,Gold,1179
L7264,C2192,2024/10/22,Gold,9841
L7265,C1888,2024/11/22,Platinum,454
L7266,C3558,2024/01/23,Silver,8340
L7267,C2158,2024/02/22,Platinum,8756
L7268,C3110,2023/10/27,Silver,4212
L7269,C1613,2025/03/13,Silver,1197
L7270,C1093,2023/11/15,Gold,560
L7271,C1546,2024/04/11,Platinum,8563
L7272,C1963,2023/10/31,Gold,2009
L7273,C3983,2023/11/15,Platinum,5207
L7274,C2591,2023/08/17,Silver,3690
L7275,C3850,2024/04/26,Gold,4364
L7276,C2339,2024/11/09,Platinum,4303
L7277,C3541,2023/09/04,Gold,294
L7278,C3309,2024/02/26,Silver,4739
L7279,C1839,2025/02/03,Silver,5044
L7280,C3192,2024/07/11,Silver,8992
L7281,C2783,2024/08/12,Gold,5447
L7282,C3566,2024/12/22,Platinum,1410
L7283,C3715,2024/04/06,Gold,3052
L7284,C2532,2024/06/01,Silver,478
L7285,C2073,2024/04/15,Silver,2594
L7286,C1605,2023/09/11,Gold,7760
L7287,C2266,2025/06/30,Silver,4962
L7288,C2157,2023/10/02,Silver,2688
L7289,C1673,2025/03/10,Silver,1679
L7290,C3785,2025/02/23,Silver,8355
L7291,C1443,2024/01/07,Silver,1970
L7292,C3393,2025/03/22,Silver,1884
L7293,C2483,2024/12/22,Silver,525
L7294,C1012,2024/10/23,Silver,9640
L7295,C1466,2025/06/10,Platinum,9252
L7296,C2773,2024/08/09,Gold,6942
L7297,C3911,2024/05/18,Platinum,5251
L7298,C2074,2023/08/06,Gold,8657
L7299,C1814,2025/02/11,Gold,4523
L7300,C2934,2025/04/01,Platinum,9825
L7301,C2932,2024/02/15,Silver,2965
L7302,C2964,2024/12/02,Gold,6505
L7303,C2913,2024/05/27,Silver,7816
L7304,C1266,2024/08/18,Platinum,512
L7305,C3566,2023/10/26,Gold,7367
L7306,C3109,2024/12/01,Platinum,5597
L7307,C1812,2024/12/12,Gold,6781
L7308,C3236,2024/08/04,Silver,6548
L7309,C1305,2024/05/13,Gold,8616
L7310,C3069,2025/02/07,Gold,6604
L7311,C1636,2025/04/17,Silver,713
L7312,C2937,2025/05/23,Platinum,6696
L7313,C3416,2024/11/18,Silver,7726
L7314,C2897,2023/11/07,Gold,5230
L7315,C2211,2025/06/20,Platinum,2405
L7316,C1111,2024/10/27,Platinum,9465
L7317,C3719,2024/09/15,Gold,2909
L7318,C1907,2023/09/13,Platinum,6809
L7319,C2295,2024/06/08,Platinum,7419
L7320,C3221,2025/04/29,Gold,6550
L7321,C2913,2024/06/26,Platinum,6637
L7322,C3952,2024/12/22,Platinum,1679
L7323,C1993,2024/05/28,Gold,512
L7324,C3220,2025/01/28,Platinum,2585
L7325,C1596,2024/06/24,Gold,1587
L7326,C1107,2024/09/27,Platinum,290
L7327,C1560,2024/11/04,Silver,1279
L7328,C1952,2025/02/09,Gold,610
L7329,C1238,2024/07/06,Gold,7415
L7330,C3077,2024/01/26,Platinum,3841
L7331,C3939,2023/12/02,Platinum,9117
L7332,C2523,2025/01/07,Silver,2505
L7333,C2807,2023/09/10,Gold,93
L7334,C3340,2023/07/19,Platinum,4910
L7335,C1050,2024/10/03,Platinum,7995
L7336,C1633,2023/07/24,Silver,5069
L7337,C3009,2023/08/10,Gold,5916
L7338,C3349,2025/01/20,Silver,9141
L7339,C3301,2024/01/01,Platinum,9077
L7340,C1732,2024/05/30,Gold,898
L7341,C2773,2024/05/29,Gold,751
L7342,C3459,2024/10/21,Gold,4629
L7343,C2650,2023/10/12,Gold,8882
L7344,C3831,2025/05/19,Silver,6529
L7345,C3077,2023/08/24,Silver,3342
L7346,C3863,2023/08/24,Gold,9670
L7347,C2136,2023/08/29,Silver,7279
L7348,C2059,2025/03/07,Gold,5972
L7349,C1870,2023/11/02,Platinum,3341
L7350,C3823,2024/08/05,Gold,5990
L7351,C3048,2024/08/27,Platinum,1524
L7352,C2156,2023/10/03,Silver,3552
L7353,C2911,2023/08/01,Gold,1106
L7354,C2506,2023/11/19,Platinum,7305
L7355,C1618,2025/06/20,Platinum,1753
L7356,C1718,2023/08/31,Silver,6707
L7357,C2077,2023/09/10,Gold,8555
L7358,C2815,2023/09/12,Gold,8644
L7359,C2795,2023/12/05,Gold,3126
L7360,C1601,2024/02/15,Platinum,9984
L7361,C2067,2023/10/26,Silver,4533
L7362,C3004,2025/03/21,Gold,3952
L7363,C3918,2024/05/01,Platinum,9211
L7364,C1638,2024/07/27,Gold,9446
L7365,C2754,2024/07/17,Silver,1100
L7366,C1007,2023/09/22,Silver,2599
L7367,C1923,2023/12/03,Gold,3482
L7368,C2503,2024/12/18,Gold,3021
L7369,C2048,2023/10/17,Platinum,5740
L7370,C2415,2024/07/31,Platinum,2485
L7371,C2654,2024/12/15,Platinum,9630
L7372,C2234,2023/11/22,Gold,9713
L7373,C2077,2024/06/07,Gold,8949
L7374,C2016,2023/10/03,Silver,9545
L7375,C3046,2025/06/16,Platinum,1815
L7376,C1811,2025/05/28,Silver,1037
L7377,C2709,2025/05/18,Platinum,1546
L7378,C2021,2025/04/26,Gold,9138
L7379,C3256,2024/01/08,Silver,7061
L7380,C2680,2024/10/21,Gold,8850
L7381,C1365,2025/05/19,Platinum,4829
L7382,C2869,2025/01/02,Silver,8062
L7383,C1298,2023/12/09,Silver,8462
L7384,C2508,2024/09/03,Gold,5884
L7385,C2061,2023/12/26,Silver,7599
L7386,C2115,2024/06/02,Silver,4788
L7387,C3194,2024/03/02,Gold,7537
L7388,C3510,2024/06/27,Silver,9144
L7389,C1823,2025/07/02,Platinum,6482
L7390,C2020,2024/05/24,Platinum,4138
L7391,C1267,2023/12/26,Gold,2458
L7392,C2827,2025/06/12,Platinum,6215
L7393,C1755,2025/05/23,Silver,6347
L7394,C3039,2024/01/07,Platinum,9502
L7395,C3515,2024/01/23,Silver,1775
L7396,C3615,2023/10/14,Gold,6820
L7397,C1355,2025/03/26,Platinum,9391
L7398,C3212,2025/05/03,Silver,1506
L7399,C1377,2024/03/01,Gold,4495
L7400,C1439,2023/07/23,Silver,5027
L7401,C1809,2025/01/02,Silver,9406
L7402,C1535,2025/01/14,Gold,446
L7403,C3065,2023/10/28,Gold,2932
L7404,C1625,2024/06/06,Gold,8107
L7405,C3220,2024/10/01,Platinum,7831
L7406,C1033,2025/06/08,Platinum,397
L7407,C1496,2025/04/27,Platinum,611
L7408,C3262,2024/03/28,Silver,6361
L7409,C3662,2023/10/21,Silver,7029
L7410,C1138,2024/05/22,Silver,5989
L7411,C1716,2025/02/18,Gold,9387
L7412,C1802,2024/04/02,Platinum,3234
L7413,C2473,2024/06/22,Silver,16
L7414,C1849,2025/01/02,Platinum,2791
L7415,C1373,2023/08/09,Gold,8687
L7416,C2731,2024/12/29,Silver,5491
L7417,C1417,2025/07/08,Silver,1948
L7418,C1941,2023/10/13,Silver,1558
L7419,C3781,2024/08/27,Platinum,5810
L7420,C2324,2023/09/16,Gold,3228
L7421,C1529,2023/11/23,Gold,9847
L7422,C1177,2023/08/13,Platinum,7722
L7423,C1220,2024/01/23,Gold,1562
L7424,C2149,2023/12/20,Gold,8694
L7425,C1552,2024/09/21,Silver,3418
L7426,C1876,2023/08/30,Gold,677
L7427,C1851,2024/12/07,Platinum,440
L7428,C3458,2023/09/20,Gold,984
L7429,C3894,2024/06/20,Platinum,32
L7430,C3797,2024/06/18,Gold,1696
L7431,C3784,2024/01/09,Silver,1933
L7432,C2451,2024/06/04,Platinum,5425
L7433,C2312,2023/12/13,Platinum,1626
L7434,C3377,2025/03/24,Platinum,5346
L7435,C3318,2023/10/10,Gold,957
L7436,C3927,2023/11/24,Silver,7672
L7437,C1655,2024/05/01,Silver,4471
L7438,C1033,2024/06/12,Platinum,2282
L7439,C3498,2023/10/12,Gold,9854
L7440,C2166,2024/07/16,Gold,220
L7441,C2597,2024/02/27,Gold,1911
L7442,C3387,2024/08/07,Platinum,3942
L7443,C1897,2024/11/11,Gold,5477
L7444,C2370,2023/12/23,Silver,1039
L7445,C2478,2024/03/30,Gold,924
L7446,C3671,2025/01/14,Silver,7211
L7447,C2851,2023/12/28,Silver,3072
L7448,C2599,2025/02/04,Platinum,7848
L7449,C1271,2025/05/02,Platinum,8285
L7450,C2113,2023/08/30,Platinum,5218
L7451,C1297,2023/08/31,Silver,4452
L7452,C1381,2025/03/11,Silver,512
L7453,C2785,2023/11/19,Silver,3540
L7454,C2655,2025/06/21,Platinum,8247
L7455,C1818,2023/11/12,Platinum,3216
L7456,C3424,2024/11/26,Platinum,6261
L7457,C3728,2024/11/04,Silver,132
L7458,C2045,2025/01/08,Gold,6157
L7459,C1270,2023/10/15,Gold,6097
L7460,C3566,2023/10/02,Gold,3530
L7461,C3038,2023/11/03,Platinum,944
L7462,C1684,2025/03/16,Gold,8180
L7463,C1164,2024/09/12,Silver,5322
L7464,C2022,2023/10/13,Platinum,1550
L7465,C2431,2025/01/21,Silver,8705
L7466,C3328,2024/08/12,Gold,6969
L7467,C1428,2025/05/19,Platinum,4542
L7468,C2949,2023/07/24,Gold,6188
L7469,C1328,2024/12/31,Platinum,2868
L7470,C2793,2023/10/09,Gold,116
L7471,C2385,2024/08/13,Silver,3299
L7472,C2726,2024/02/14,Silver,9977
L7473,C1780,2024/08/16,Gold,1876
L7474,C1700,2025/02/11,Silver,677
L7475,C1315,2023/11/21,Gold,6926
L7476,C2475,2024/08/29,Silver,2027
L7477,C1723,2025/06/25,Platinum,789
L7478,C3607,2025/04/01,Gold,7487
L7479,C1659,2024/09/13,Silver,2556
L7480,C1347,2024/10/27,Silver,2088
L7481,C2921,2024/09/26,Gold,4486
L7482,C1618,2024/03/15,Gold,1282
L7483,C1716,2023/09/30,Gold,2411
L7484,C2746,2025/05/07,Gold,4021
L7485,C3328,2024/08/30,Silver,4149
L7486,C1454,2024/02/07,Silver,1927
L7487,C1724,2025/01/28,Silver,4599
L7488,C2618,2023/07/19,Silver,7680
L7489,C2176,2024/12/12,Platinum,6608
L7490,C3986,2025/07/05,Platinum,7026
L7491,C2949,2024/08/25,Silver,6873
L7492,C1061,2024/12/22,Silver,5430
L7493,C2749,2024/12/24,Platinum,6798
L7494,C2660,2025/03/03,Silver,5522
L7495,C2188,2025/04/08,Gold,2119
L7496,C1675,2024/06/27,Platinum,8747
L7497,C2382,2024/02/19,Platinum,1986
L7498,C2256,2024/01/26,Silver,2746
L7499,C3484,2025/04/07,Platinum,2557
L7500,C2889,2023/08/13,Gold,6239
L7501,C2521,2025/02/03,Gold,1649
L7502,C1326,2023/12/26,Platinum,9943
L7503,C2440,2025/05/22,Platinum,7499
L7504,C3734,2025/03/14,Platinum,775
L7505,C1335,2024/06/22,Silver,3221
L7506,C3587,2023/10/24,Gold,911
L7507,C2640,2024/08/31,Gold,8252
L7508,C3850,2024/02/14,Gold,4516
L7509,C3807,2024/09/26,Platinum,3043
